                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    467,                 0.8561,                0.45307,                 1.0123,                  0.975,                0.95457,                0.98717,                0.74244,                0.88674,                0.46357,                 1.0251,             6.8932e-05,             6.8932e-05,             6.8932e-05
                    468,                0.86255,                0.45666,                 1.0171,                0.97399,                0.95424,                0.98728,                0.74224,                0.88502,                0.46366,                  1.025,             6.6934e-05,             6.6934e-05,             6.6934e-05
                    469,                0.86388,                0.45819,                 1.0163,                 0.9742,                0.95402,                0.98736,                 0.7422,                0.88634,                0.46336,                 1.0251,             6.4936e-05,             6.4936e-05,             6.4936e-05
                    470,                0.86419,                0.45453,                 1.0169,                0.97362,                0.95402,                0.98728,                0.74348,                0.88515,                0.46469,                  1.025,             6.2938e-05,             6.2938e-05,             6.2938e-05
                    471,                0.85058,                0.45219,                 1.0045,                 0.9735,                0.95402,                 0.9875,                0.74185,                0.88913,                0.46433,                 1.0259,              6.094e-05,              6.094e-05,              6.094e-05
                    472,                0.85253,                0.45514,                 1.0075,                0.97396,                0.95402,                0.98748,                0.74151,                0.89069,                0.46385,                 1.0262,             5.8942e-05,             5.8942e-05,             5.8942e-05
                    473,                0.87248,                0.45897,                 1.0181,                0.97397,                0.95356,                0.98745,                0.74138,                0.88821,                0.46312,                 1.0258,             5.6944e-05,             5.6944e-05,             5.6944e-05
                    474,                0.85657,                0.45118,                  1.009,                0.97535,                0.95291,                0.98749,                 0.7425,                0.88593,                0.46359,                 1.0256,             5.4946e-05,             5.4946e-05,             5.4946e-05
                    475,                0.84714,                0.44968,                 1.0075,                0.97448,                0.95346,                0.98732,                 0.7425,                0.88335,                0.46424,                 1.0255,             5.2948e-05,             5.2948e-05,             5.2948e-05
                    476,                0.85803,                0.45201,                 1.0128,                0.97418,                0.95346,                0.98731,                  0.742,                0.88384,                0.46476,                 1.0253,              5.095e-05,              5.095e-05,              5.095e-05
                    477,                0.86355,                0.45473,                 1.0185,                0.97399,                0.95439,                0.98733,                0.74142,                0.88845,                0.46508,                 1.0257,             4.8952e-05,             4.8952e-05,             4.8952e-05
                    478,                0.85448,                0.45727,                 1.0141,                0.97431,                0.95402,                 0.9874,                  0.741,                0.89025,                0.46457,                 1.0256,             4.6954e-05,             4.6954e-05,             4.6954e-05
                    479,                0.85558,                0.45125,                  1.014,                0.97373,                0.95512,                0.98742,                0.74242,                0.88656,                0.46368,                 1.0253,             4.4956e-05,             4.4956e-05,             4.4956e-05
                    480,                0.86033,                0.45162,                 1.0147,                0.97566,                0.95479,                0.98739,                 0.7423,                0.88379,                0.46402,                  1.025,             4.2958e-05,             4.2958e-05,             4.2958e-05
                    481,                0.85362,                0.45067,                 1.0086,                0.97472,                0.95402,                0.98744,                0.74297,                0.88608,                0.46367,                 1.0249,              4.096e-05,              4.096e-05,              4.096e-05
                    482,                0.85809,                0.45758,                 1.0121,                0.97397,                0.95366,                0.98749,                0.74099,                0.88825,                0.46332,                 1.0251,             3.8962e-05,             3.8962e-05,             3.8962e-05
                    483,                0.85328,                0.45263,                 1.0116,                0.97515,                0.95346,                0.98762,                0.74203,                0.88602,                0.46254,                  1.025,             3.6964e-05,             3.6964e-05,             3.6964e-05
                    484,                0.86005,                0.46036,                 1.0108,                 0.9737,                0.95568,                0.98756,                0.74207,                0.88551,                0.46211,                 1.0247,             3.4966e-05,             3.4966e-05,             3.4966e-05
                    485,                0.86077,                 0.4551,                 1.0135,                0.97385,                0.95512,                0.98731,                0.74152,                0.88643,                0.46279,                 1.0253,             3.2968e-05,             3.2968e-05,             3.2968e-05
                    486,                 0.8544,                0.45265,                 1.0146,                0.97393,                0.95512,                 0.9874,                0.74126,                0.88648,                0.46258,                 1.0253,              3.097e-05,              3.097e-05,              3.097e-05
                    487,                0.85693,                0.45787,                 1.0086,                0.97398,                0.95457,                0.98751,                0.74118,                0.88684,                0.46295,                 1.0255,             2.8972e-05,             2.8972e-05,             2.8972e-05
                    488,                0.84519,                0.45102,                 1.0036,                0.97505,                0.95263,                0.98754,                0.74143,                0.88444,                0.46236,                 1.0251,             2.6974e-05,             2.6974e-05,             2.6974e-05
                    489,                 0.8502,                0.45444,                 1.0106,                0.97615,                0.95242,                0.98754,                0.74179,                0.88447,                0.46231,                 1.0253,             2.4976e-05,             2.4976e-05,             2.4976e-05
                    490,                0.85508,                0.45011,                  1.013,                0.97356,                0.95402,                0.98751,                0.74099,                0.88602,                0.46229,                 1.0253,             2.2978e-05,             2.2978e-05,             2.2978e-05
                    491,                0.86272,                0.45627,                 1.0112,                0.97562,                0.95316,                0.98744,                0.74136,                0.88588,                0.46291,                 1.0252,              2.098e-05,              2.098e-05,              2.098e-05
                    492,                0.85632,                0.45938,                 1.0117,                0.97562,                0.95341,                0.98737,                0.74117,                0.88618,                0.46283,                 1.0253,             1.8982e-05,             1.8982e-05,             1.8982e-05
                    493,                0.86741,                0.45772,                 1.0161,                0.97388,                0.95457,                0.98731,                0.74146,                0.88533,                0.46288,                 1.0255,             1.6984e-05,             1.6984e-05,             1.6984e-05
                    494,                0.84414,                0.45185,                 1.0105,                0.97599,                0.95291,                0.98735,                 0.7422,                0.88445,                 0.4634,                 1.0252,             1.4986e-05,             1.4986e-05,             1.4986e-05
                    495,                0.84941,                0.45334,                 1.0058,                 0.9743,                0.95457,                0.98735,                0.74191,                0.88634,                0.46331,                 1.0254,             1.2988e-05,             1.2988e-05,             1.2988e-05
                    496,                0.85917,                0.45573,                 1.0142,                0.97504,                0.95241,                0.98736,                0.74152,                0.88739,                0.46367,                 1.0255,              1.099e-05,              1.099e-05,              1.099e-05
                    497,                0.86032,                0.45748,                 1.0126,                0.97561,                0.95302,                0.98737,                 0.7422,                0.88585,                0.46406,                 1.0252,              8.992e-06,              8.992e-06,              8.992e-06
                    498,                0.84967,                0.45254,                 1.0077,                0.97617,                0.95306,                0.98735,                0.74186,                0.88764,                0.46349,                 1.0257,              6.994e-06,              6.994e-06,              6.994e-06
                    499,                0.85589,                 0.4544,                 1.0121,                0.97617,                 0.9531,                0.98733,                0.74045,                0.88943,                0.46348,                 1.0257,              4.996e-06,              4.996e-06,              4.996e-06
                    500,                0.85415,                0.45217,                 1.0148,                0.97617,                0.95322,                 0.9873,                0.74125,                0.88749,                0.46342,                 1.0255,              2.998e-06,              2.998e-06,              2.998e-06
